   Time [MJD]         Obs. Residuals [mm]
57293.0691435185         -17.500
57293.0694444444         -10.500
57293.0698032407          -3.700
57293.0701273148           0.900
57293.0705208333           3.300
57293.0708333333           9.500
57293.0712500000          14.800
57293.0715509259          23.400
57293.0719328704          25.200
57293.0722106481          33.100
57293.0726851852          33.200
57293.0728819444          42.600
57293.0732291667          45.300
57293.0734837963          49.800
57293.5156481481         -15.600
57293.5158680556         -11.200
57293.5163310185         -16.900
57293.5166782407         -13.000
57293.5170254630          -6.100
57293.5173379630         -14.900
57293.5177893519         -12.500
57293.5181018519         -11.100
57293.5184259259         -12.100
57293.5188425926          -9.500
57293.5191203704          -7.400
57293.5194675926          -4.400
57293.5197337963          -0.300
57293.5201504630          -1.100
57293.5204861111           0.400
57293.5208101852           4.100
57293.5211805556           7.500
57293.5215277778           5.600
57293.5219444444           6.800
57293.5222569444           1.300
57293.5225578704           2.000
57293.5966898148         -21.400
57293.5968981481         -20.800
57293.5972222222         -22.100
57293.5976041667         -20.900
57293.5979166667         -17.500
57293.5983101852         -13.800
57293.5986458333         -17.700
57293.5989814815         -18.000
57293.5993287037         -14.400
57293.5996527778         -15.900
57293.5999768519          -6.900
57293.6004050926          -2.900
57293.6005902778          -1.400
57293.6010879630           2.900
57293.6014699074           7.200
57293.6017592593           7.800
57293.6020949074          10.100
57293.6023842593          19.200
57293.6028240741          23.800
57293.6031365741          27.000
57293.6035069444          25.300
57293.6038541667          28.400
57293.6040972222          27.100
57293.6053240741          40.400
57293.6055208333          39.100
57294.0215972222         -10.700
57294.0217939815          -9.000
57294.0222916667          -7.000
57294.0225000000         -14.400
57294.0229861111          -6.600
57294.0232986111         -12.900
57294.0236805556         -13.200
57294.0238194444         -11.500
57294.0244328704           1.100
57294.0248263889           4.700
57294.0249537037           6.100
57294.0268287037          29.900
57294.0270949074          36.900
57294.0275115741          37.700
57294.0278125000          41.700
57294.0282291667          47.100
57294.0284259259          43.500
57294.0289814815          44.000
57294.0292129630          49.100
57294.0295949074          49.500
57294.0297222222          52.400
57294.5526273148         -34.400
57294.5527430556         -36.500
57294.5531134259         -23.100
57294.5543171296         -17.800
57294.5545486111         -22.600
57294.5547222222         -15.600
57294.5560763889          -8.700
57294.5562152778          -7.600
57294.5566898148          -1.700
57294.5569444444           1.700
57294.5573148148           8.200
57294.5576620370           9.700
57294.5579513889          14.800
57294.5583680556          26.100
57294.5587615741          24.900
57294.5589467593          46.100
57294.5594907407          38.200
57294.5598032407          38.000
57294.5602199074          36.800
57294.5605092593          39.000
57294.5608333333          32.800
57294.5611111111          33.100
57294.5613888889          34.100
57294.6352314815         -19.400
57294.6354513889         -17.100
57294.6357754630         -19.900
57294.6361226852         -17.700
57294.6364236111         -21.000
57294.6368171296         -15.200
57294.6371875000         -14.200
57294.6375347222         -15.300
57294.6378587963         -14.300
57294.6381828704         -10.800
57294.6386111111          -7.000
57294.6389120370         -10.000
57294.6392708333         -10.200
57294.6396296296         -10.500
57294.6399305556          -9.600
57294.6403819444          -4.300
57294.6406481481          -1.900
57294.6410532407          -6.200
57294.6414930556          -6.600
57294.6416319444          -7.500
57294.6423263889           9.000
57294.9779166667           1.100
57294.9781481481           3.000
57294.9792476852           3.800
57294.9795717593          -6.300
57294.9798379630          -3.900
57294.9803472222          -5.800
57294.9806134259          -7.100
57294.9808912037          -6.900
57294.9813078704         -10.900
57294.9815162037          -6.400
57294.9824305556          -1.400
57294.9826736111          -9.500
57294.9829976852         -13.100
57294.9832407407          -9.500
57294.9848495370          -7.500
57294.9850462963          -5.600
57295.0608449074          21.600
57295.0610185185          23.000
57295.0614236111          24.900
57295.0617708333          25.400
57295.0625231481          19.800
57295.0642592593          15.300
57295.0646875000          14.900
57295.0647916667          17.700
57295.5079629630         -10.100
57295.5083912037          -6.400
57295.5086921296          -1.600
57295.5090856481           0.600
57295.5094328704           3.600
57295.5096064815          11.000
57295.5109375000          15.900
57295.5110995370          13.000
57295.5114467593          17.800
57295.5118750000          23.100
57295.5121412037          24.800
57295.5126041667          25.100
57295.5128472222          27.100
57295.5132175926          28.900
57295.5135300926          34.900
57295.5138773148          31.900
57295.5142824074          38.000
57295.5151967593          39.700
57295.5160069444          42.400
57295.5162152778          36.200
57295.5889120370         -11.800
57295.5893171296         -16.100
57295.5895833333         -15.700
57295.5899305556         -10.400
57295.5903240741         -16.500
57295.5906597222         -14.700
57295.5910069444         -18.500
57295.5913541667         -10.200
57295.5917013889         -11.300
57295.5920486111         -16.400
57295.5923842593         -16.200
57295.5927430556         -19.600
57295.5930671296         -15.100
57295.5934027778         -15.500
57295.5937615741         -10.600
57295.5941203704         -17.600
57295.5945254630         -15.000
57295.5948148148         -19.200
57295.5951388889         -17.400
57295.5956365741         -11.200
57295.5958333333         -12.800
57295.5961574074         -10.700
57295.5965972222          -4.200
57295.5969675926          -3.600
57295.5972106481           2.600
57295.9352083333           4.300
57295.9358217593         -15.000
57295.9360879630         -15.500
57295.9364930556         -17.100
57295.9369328704         -18.700
57295.9372106481         -18.400
57295.9375694444         -25.100
57295.9377314815         -18.200
57296.0154513889          37.500
57296.0157291667          43.500
57296.0160185185          37.800
57296.0162847222          36.800
57296.0167013889          32.400
57296.0169212963          34.200
57296.0174421296          30.600
57296.0178356481          18.000
57296.0182060185          14.700
57296.0184259259          15.900
57296.0187500000          14.300
57296.0191319444           3.900
57296.0194791667           1.500
57296.0197800926          -1.200
57296.0201736111          -4.500
57296.0205208333          -4.500
57296.0208217593          -7.800
57296.0212500000          -2.100
57296.0215277778          -2.000
57296.0219328704          -6.200
57296.0222453704          -8.900
57296.0224537037         -12.000
57296.6300115741         -11.800
57296.6302199074         -16.600
57296.6305439815         -15.300
57296.6309259259         -23.100
57296.6312847222         -25.500
57296.6316319444         -27.000
57296.6319560185         -30.500
57296.6323379630         -27.600
57296.6326388889         -36.300
57296.6330092593         -47.400
57296.6332754630         -40.900
57296.6344212963         -55.000
57296.6347337963         -54.500
57296.6350462963         -54.100
57296.6353009259         -54.300
57297.5816666667          47.300
57297.5819328704          45.500
57297.5823726852          43.400
57297.5826504630          38.000
57297.5830208333          42.300
57297.5833564815          35.900
57297.5836805556          34.500
57297.5840740741          30.900
57297.5843981482          24.900
57297.5847337963          18.700
57297.5850000000          15.300
57297.5868865741         -17.900
57297.5871875000         -21.100
57297.5875462963         -20.900
57297.5878703704         -30.300
57297.5881944444         -34.600
57297.5885763889         -36.700
57297.5888657407         -33.500
57297.5896180556         -29.500
57297.5899652778         -35.600
57297.5901504630         -31.300
57298.5396412037          14.100
57298.5399421296          10.600
57298.5402893519          14.600
57298.5406712963          15.100
57298.5409606481          11.600
57298.5413541667          12.000
57298.5415625000          13.700
57298.5424305556          11.600
57298.5426967593           8.400
57298.5432175926           3.600
57298.5433217593           9.500
57298.5436342593          19.200
57298.5441435185          17.200
57298.5443634259          25.300
57298.5448263889          25.800
57298.5450462963          26.200
57298.6230671296          60.300
57298.6231481482          72.000
57298.6235995370          62.100
57298.6240046296          68.900
57298.6243518519          61.000
57298.6245370370          69.200
57298.6250000000          74.700
57298.6254282407          64.300
57298.6257291667          61.600
57298.6259375000          59.300
57298.6263888889          55.000
57298.6266319444          37.900
57298.9628703704         -36.600
57298.9631365741         -36.100
57298.9634027778         -17.500
57298.9642708333         -37.300
57298.9650347222         -38.400
57298.9652314815         -34.500
57298.9656018519         -25.700
57298.9660763889         -13.800
57298.9662615741          -8.800
57298.9668171296           4.200
57298.9669907407           8.400
57298.9674537037          21.100
57298.9676736111          25.300
57298.9681481482          28.400
57298.9684143519          31.100
57298.9688425926          43.700
57298.9691203704          50.400
57298.9694675926          54.700
57298.9698379630          56.000
57298.9701388889          60.000
57298.9704282407          59.600
57298.9709027778          73.000
57298.9713194444          73.600
57298.9714236111          72.200
57293.7174537037         -12.900
57293.7178356482         -16.000
57293.7180439815          -9.400
57293.7184606482          -5.800
57293.7189120370          -4.600
57293.7192013889           2.700
57293.7195023148          -3.700
57293.7198263889          -5.000
57293.7201041667          -1.500
57293.7223726852          11.300
57293.7225462963           8.900
57293.7242129630          20.300
57293.8022337963         -11.000
57293.8024421296          -5.300
57293.8032870370           7.000
57293.8034375000          -1.500
57295.0958680556          -2.800
57295.0962268519         -10.800
57295.0965509259         -12.400
57295.0969097222         -10.200
57295.0972685185          -6.900
57295.0975810185          -8.500
57295.0979398148         -10.000
57295.0981944445         -10.100
57295.1771875000          -6.100
57295.1774189815          -3.300
57295.1777893519           0.500
57295.1781597222           4.800
57295.1784953704           5.800
57295.1788541667           3.300
57295.1791782407           6.200
57295.1795486111          13.300
57295.1798958333           8.300
57295.1802314815          11.400
57295.1805787037          11.200
57295.1809259259          11.900
57295.1812384259          16.100
57295.1815625000          23.900
57295.1819675926          12.500
57295.1823611111          16.800
57295.1826388889          14.000
57295.1829861111          11.000
57295.1833217593          13.500
57295.1836805556          10.100
57295.1839004630          11.000
57296.0532638889         -11.400
57296.0534722222         -13.200
57296.0538078704         -13.300
57296.1327083333          13.000
57296.1330092593          12.600
57296.1333564815          15.700
57296.1336921296          13.200
57296.1340740741          18.300
57296.1343518519          22.700
57296.1348263889          10.100
57296.1351041667           9.100
57296.1354282407          10.000
57296.1357870370           4.900
57296.1361458333           2.400
57296.1364583333           3.500
57296.1368402778          -0.500
57296.1371759259          -0.100
57296.1375462963          -9.100
57296.1378472222         -10.300
57296.1382407407          -9.200
57296.1385300926         -12.900
57296.1389004630         -10.400
57296.1391898148         -16.200
57296.1396180556         -25.900
57297.1706250000          11.300
57297.1708564815          14.200
57297.1712152778          10.500
57297.1715509259           6.500
57297.1718981482           4.300
57297.1722453704           4.100
57297.1725925926          -5.300
57297.1729398148         -10.000
57297.1732986111         -13.000
57297.1736574074         -14.700
57297.1739583333         -19.900
57297.1743171296         -29.800
57297.1746990741         -28.000
57297.1750000000         -38.300
57297.1752893519         -33.900
57297.1757291667         -39.100
57297.1759722222         -44.700
57298.1268287037         -23.500
57298.1271064815         -22.200
57298.1274884259         -20.000
57298.1278009259         -12.200
57298.1281250000         -13.400
57298.1284837963          -9.300
57298.1288657407          -1.200
57298.1291898148           2.300
57298.1294791667           8.300
57298.1299421296           9.100
57298.1303009259          12.300
57298.1305787037          16.200
57298.1309143519          16.000
57298.1312731482          24.600
57298.1315393519          27.300
57298.1320949074          23.900
57298.1323032407          21.300
57298.1326273148          27.500
57298.1329745370          26.300
57296.2161574074           9.200
57296.2164814815          14.400
57296.2167708333          18.300
57296.2170138889          17.300
57296.2173611111          17.700
57296.2177893519          19.100
57296.2181250000          17.800
57296.2184259259          19.900
57296.2187268518          11.300
57296.2191550926          13.500
57296.2194907407          11.500
57296.2197685185           8.400
57296.2201851852           4.800
57296.2204745370           0.300
57296.2208564815           3.600
57296.2210763889           5.800
57296.3018981481         -22.400
57296.3022106481         -37.800
57296.3024537037         -51.100
57297.7795254630          33.500
57297.7798495370          33.600
57297.7802430556          26.900
57297.7805324074          26.900
57297.7810069444          17.200
57297.7812152778          12.900
57297.7820833333          -9.300
57297.7823495370         -12.600
57297.7826736111         -18.600
57297.7830092593         -23.900
57297.7834143518         -28.700
57297.7836921296         -35.300
57297.7840277778         -39.300
57297.7844212963         -40.300
57297.7847337963         -42.000
57297.7850925926         -43.900
57297.7854513889         -43.400
57297.7857291667         -44.100
57297.7861342593         -41.200
57298.8164351852          -3.700
57298.8167361111          -9.300
57298.8171412037          -8.200
57298.8173495370         -11.700
57298.8177314815          -9.600
57298.8181944444          -5.600
57298.8184027778           2.000
57298.8188078704           6.000
57298.8190972222           3.600
57298.8194444444           7.700
57298.8197800926          12.000
57298.8201967593          12.600
57298.8204861111          17.200
57298.8208680556          21.200
57298.8211921296          24.800
57298.8216319444          29.200
57298.8219328704          31.600
57298.8221990741          29.100
57298.8225810185          38.800
57298.8228819444          42.900
57292.4625462963          63.200
57292.4629050926          69.000
57292.4631018518          69.300
57292.4678587963          -0.300
57292.4680671296          -2.000
57292.4682986111          -4.100
57292.5493171296         -17.400
57292.5496990741         -21.600
57292.5500115741         -19.500
57292.5504166667         -14.400
57292.5507407407         -16.900
57293.4217129630          43.400
57293.4219212963          42.500
57293.4221296296          45.300
57293.5007407407         -56.800
57293.5010648148         -52.000
57293.5014467593         -49.300
57293.5017013889         -50.700
57293.5021412037         -46.900
57293.5024652778         -39.600
57293.5027662037         -37.700
57293.5030439815         -34.700
57294.4577430556         -20.300
57294.4579282407         -16.100
57295.4118634259         -32.400
57295.4121990741         -40.700
57295.4124768519         -36.600
57295.4132407407         -22.800
57295.4135648148         -18.500
57295.4138194444         -11.500
57296.3713310185          -0.900
57296.3715046296          -1.100
57296.3719097222          10.900
57296.3722337963           2.700
57296.3725231481          18.200
57296.5333912037          45.900
57296.5337037037          41.700
57296.5340625000          42.300
57296.5344097222          44.500
57296.5347453704          42.400
57296.5349537037          46.400
57297.0698263889          23.800
57297.0701967593          17.100
57297.0704513889           7.600
57297.0708680556          -2.400
57297.0712384259         -14.300
57297.0715740741         -21.200
57297.0718981481         -27.800
57297.0722222222         -32.100
57297.0725347222         -34.000
57297.4067939815          -7.000
57297.4069907407           6.500
57297.4073611111           8.000
57297.4076388889           8.600
57297.4080208333          10.600
57297.4083680556           7.800
57297.4086921296           8.000
57297.4090509259           8.000
57297.4093055556           7.300
57297.4883217593           7.500
57297.4886226852          13.200
57297.4889236111          14.800
57297.4892708333          11.200
57297.4895717593           9.500
57297.4899421296           8.200
57297.4902893519           3.000
57297.4905902778           5.300
57297.4910416667          14.100
57297.4914351852           8.000
57297.4915277778           0.200
57298.0229861111          22.500
57298.0232638889          14.700
57298.1070138889          25.600
57298.1073148148          32.700
57298.1077083333          38.700
57298.1080208333          39.800
57298.1083217593          37.300
57298.1085995370          41.200
57298.3619097222          32.800
57298.3621643518          33.400
57298.3625231481          37.600
57298.3628009259          42.100
57298.4417013889         -54.300
57298.4418750000         -53.400
57298.5237731481         -23.500
57298.5239930556         -23.300
57298.5243287037         -20.600
57298.5246643518         -18.000
57298.5249537037         -16.300
57298.5270717593          16.900
57298.9803356481        -116.500
57298.9805671296        -102.400
57292.7827199074          50.300
57292.7830092593          40.800
57292.7833912037          34.000
57292.7835995370          32.100
57292.7842245370          30.900
57292.7843171296          30.700
57292.7854976852          13.200
57292.7857638889           8.500
57292.7860532407          12.200
57292.8646296296         -30.000
57292.8648842593         -27.000
57292.8668171296         -12.200
57292.8670486111          -8.800
57292.8673842593          -7.100
57292.8677314815          -4.300
57292.8680439815           1.000
57292.8682986111           1.700
57293.4098726852          44.400
57293.4100810185          38.700
57293.4103819444          43.700
57293.4848611111          12.100
57293.4851851852          15.400
57293.4854050926          16.500
57293.4857175926          19.100
57293.4862268519          26.200
57293.4865162037          28.200
57293.4867245370          29.600
57293.7354050926          11.800
57293.7403472222          15.300
57293.7406712963          14.400
57293.7410069444          13.200
57293.7413425926          13.500
57293.7416898148          16.800
57293.7420254630          14.900
57293.7423726852          16.100
57293.7427314815          13.800
57293.7430787037           6.900
57293.7434027778          11.100
57293.7437962963          13.000
57293.7441203704           9.300
57293.7444097222           7.000
57293.8177430556          -2.900
57293.8180671296         -11.700
57293.8184259259          -5.200
57293.8187500000          -7.400
57293.8191435185          -6.000
57293.8194560185           3.700
57293.8198379630           7.700
57293.8201851852           6.400
57293.8204976852           4.900
57293.8208680556          11.300
57293.8212268519          11.600
57293.8215162037          15.000
57293.8218981481          18.700
57293.8222453704          18.900
57293.8225925926          22.100
57293.8229282407          25.800
57293.8233101852          28.200
57293.8235763889          30.000
57293.8240162037          28.100
57293.8243171296          31.500
57293.8247222222          32.600
57293.8250231482          30.100
57293.8254629630          27.000
57293.8258217593          22.900
57293.8260532407          29.500
57293.8263773148          33.200
57294.4393750000         -15.900
57294.4396759259         -20.400
57294.4399305556         -18.700
57294.4402893519         -15.200
57294.4406597222         -11.500
57294.4409953704         -10.500
57294.4413425926          -6.100
57294.4416898148          -6.300
57294.4420254630          -3.000
57294.4423958333          -1.800
57294.4427430556           3.800
57294.4430671296           7.000
57294.4434259259           9.300
57294.4436689815          10.300
57294.4442476852           7.700
57294.4444444444          10.300
57294.4447569444          15.500
57294.4458912037          21.600
57294.4461921296          20.400
57294.4465393519          27.200
57294.4468981481          19.900
57294.4472337963          22.500
57294.4476041667          19.200
57294.4478240741          25.600
57294.5243750000          -4.500
57294.5245601852          -5.700
57294.5255208333          -3.800
57294.5257175926          -7.400
57294.5260532407          -9.600
57294.5263888889         -12.600
57294.5267824074         -13.300
57294.5270717593          -7.000
57294.5274652778         -12.800
57294.5277777778         -14.900
57294.5291898148         -10.500
57294.6904398148           1.100
57294.6906712963          -0.600
57294.6921180556          -2.200
57294.6923726852          -5.000
57294.6927546296          -7.700
57294.6930671296          -2.400
57294.6933564815          -2.600
57294.6937268519          -8.700
57294.6941087963          -7.400
57294.6944907407         -14.000
57294.6948148148         -11.200
57294.6951620370         -13.700
57294.6954976852         -13.700
57294.6958449074         -14.200
57294.6961458333         -18.000
57294.6964814815         -13.700
57294.6970370370         -14.600
57294.6972222222         -15.700
57295.3930787037         -16.400
57295.3934375000         -16.200
57295.3937962963         -20.700
57295.3940856481         -21.000
57295.3945601852          -9.900
57295.3948148148         -11.600
57295.3951504630         -11.700
57295.3955092593          -7.500
57295.3958217593           0.300
57295.3961921296          -0.800
57295.3965740741           2.500
57295.3968981482           4.900
57295.3972453704           4.100
57295.3975231482           8.800
57295.4781481481         -28.500
57295.4784953704         -28.200
57295.4788310185         -30.900
57295.4792013889         -25.600
57295.4795254630         -27.600
57295.4799074074         -26.900
57295.4802314815         -26.800
57295.4805902778         -26.600
57295.4809375000         -25.000
57295.4812731482         -27.300
57295.4816203704         -25.100
57295.4819328704         -23.700
57295.4823148148         -22.300
57295.4826504630         -15.600
57295.4829976852         -13.500
57295.4833564815         -20.200
57295.4837152778         -16.800
57295.4840393519         -16.900
57295.4843865741         -11.200
57295.4846759259          -6.500
57295.4850578704         -13.400
57295.6466203704           4.500
57295.6470023148          -5.800
57295.6472569444          -7.600
57295.6475925926         -11.600
57295.6479398148         -13.900
57295.6482754630         -12.800
57295.6486458333         -10.500
57295.6489814815          -8.500
57295.6493171296         -16.000
57295.6496180556         -16.400
57295.7275231481          24.200
57295.7278125000          20.800
57295.7281597222          26.100
57295.7284953704          22.200
57295.7288541667          18.400
57295.7292939815          22.900
57295.7295254630          24.100
57295.7298958333          21.400
57295.7302430556          24.300
57295.7305671296          23.800
57295.7309143519          30.400
57295.7312384259          21.100
57295.7316319444          18.500
57295.7319791667          16.200
57295.7322916667          15.800
57295.7326620370           6.800
57295.7330092593           4.800
57295.7333564815           3.100
57295.7336921296           2.300
57295.7340625000          -2.700
57295.7343981481          -2.600
57295.7347569444          -5.000
57295.7350694444          -6.900
57295.7354398148          -9.100
57295.7357870370         -10.100
57295.7361226852          -7.800
57295.7364814815          -3.900
57295.7368402778         -12.800
57295.7371643519         -18.600
57295.7374652778         -14.500
57295.8167361111          19.300
57295.8170370370          12.400
57295.8173958333           8.300
57295.8177314815           2.600
57295.8180439815          -0.400
57295.8184722222          -0.900
57295.8187152778          -1.800
57295.8190856482         -13.800
57295.8193750000          -6.100
57296.4327662037         -11.300
57296.4329861111         -15.500
57296.4333680556         -15.400
57296.4336921296         -17.300
57296.4340509259         -18.400
57296.4343750000         -17.000
57296.4347337963         -19.600
57296.4350810185         -19.800
57296.4354282407         -18.600
57296.4357986111         -20.000
57296.4361342593         -15.600
57296.4364699074         -12.200
57296.4368171296         -10.700
57296.4371527778          -9.200
57296.4375231481          -9.400
57296.4378703704         -12.100
57296.4382175926         -11.900
57296.4385648148          -8.200
57296.4389236111         -12.100
57296.4392708333         -13.600
57296.4396064815          -7.900
57296.4399421296          -7.100
57296.4402777778          -8.500
57296.4405787037           0.600
57296.4409375000          -4.100
57296.6828125000          20.200
57296.6829976852          22.300
57296.6833564815          19.000
57296.6836805556          19.100
57296.6840393519          13.900
57296.6843865741          14.500
57296.6847337963          19.800
57296.6850925926          21.400
57296.6854398148          18.300
57296.6858333333          12.200
57296.6861226852          10.900
57296.6864930556           9.600
57296.6868287037          12.600
57296.6871759259           3.500
57296.6875462963           1.400
57296.6878819444          -0.600
57296.6882060185          -2.500
57296.6885532407          -5.900
57296.6889236111          -6.500
57296.6892476852         -10.800
57296.6895949074         -11.000
57296.6899421296         -17.800
57296.6903009259         -19.300
57296.6906597222         -24.800
57296.6909722222         -19.900
57296.6912268518         -10.700
57297.3121180556         -15.300
57297.4713425926           4.300
57297.4715393519           3.200
57297.4718981481           2.200
57297.4722337963          -1.100
57297.4725694444          -4.200
57297.4729166667          -7.200
57297.4733217593         -11.600
57297.4736458333         -12.500
57297.4739814815         -12.700
57297.4743287037         -16.400
57297.4746875000         -17.900
57297.4750000000         -16.200
57297.4753587963         -21.400
57297.4757407407         -23.200
57297.4760648148         -26.600
57297.4763310185         -27.300
57297.4767708333         -26.100
57297.4770949074         -25.200
57297.4774537037         -26.300
57297.4778009259         -28.300
57297.6414699074          24.400
57297.6416550926          28.500
57297.6418981481          27.300
57297.6430671296          14.400
57297.6433796296          14.300
57297.6437152778           8.000
57298.3431712963         -38.900
57298.3434259259         -36.000
57298.3437731481         -45.600
57298.3441087963         -47.500
57298.3444560185         -47.100
57298.3446875000         -45.500
57298.3473032407         -23.300
57298.3475925926         -21.700
57298.3479398148         -15.700
57298.3482986111         -11.900
57298.3486111111         -10.500
57298.3490046296          -3.100
57298.3493055556           5.700
57298.3496643519           8.700
57298.3500000000          10.900
57298.3503240741           8.600
57292.5494328704          10.200
57292.5496759259          -1.500
57292.5499189815          -3.300
57298.5261458333          -7.200
57298.5264236111          -7.400
57298.5267708333          -5.100
57298.5270949074          -2.500
57298.5274537037          -1.300
57298.5278009259           1.100
57298.5281712963           1.300
57298.5284490741           5.500
57298.5288194444           2.900
57298.5291203704           4.600
57293.8196296296           7.400
57293.8198495370          -6.300
57293.8201273148          -2.900
57298.8462152778          -1.800
57298.8472916667          18.900
57292.9053009259          -9.500
57292.9056134259         -13.800
57292.9059259259         -16.700
57292.9062615741         -21.200
57292.9066087963         -17.800
57292.9069097222         -10.700
57292.9074189815          -9.500
57292.9077199074          -8.000
57292.9079282407          -1.900
57292.9082523148          13.200
57292.9087268518          11.600
57292.9090393518          13.000
57292.9098263889          22.400
57292.9100578704          17.800
57292.9103819444          20.300
57293.5188078704         -21.500
57293.5198379630         -19.800
57293.5201851852         -24.100
57293.5205092593         -19.400
57293.5207754630          -2.100
57293.5215856481         -10.000
57293.5219212963           0.500
57293.5221875000           3.900
57293.8612500000         -43.100
57293.8624305555         -28.300
57293.9435300926          -8.300
57293.9446296296          39.300
57293.9448263889          34.800
57293.9450462963          39.600
57294.4750231481         -33.700
57294.4753935185         -30.600
57294.4757523148         -31.200
57294.4760763889         -28.400
57294.4764351852         -28.000
57294.4768055556         -22.300
57294.4770717593         -15.200
57294.4774537037         -10.400
57294.4777314815           2.400
57294.4781712963           2.500
57294.4785532407          10.000
57294.4788773148           9.100
57294.4791782407          18.200
57294.4795254630          23.700
57294.4798495370          39.400
57294.8984259259          -2.900
57294.8986111111          -2.200
57294.8990162037          -3.300
57294.8993055556           3.200
57294.8995370370           7.600
57294.9004398148           5.300
57294.9007291667           4.000
57294.9010416667           6.100
57294.9014236111           7.300
57294.9017824074           7.200
57294.9020717593           8.500
57294.9024421296          15.900
57294.9027546296          17.800
57294.9030787037          31.200
57295.9368402778          11.800
57295.9371296296           9.400
57295.9373611111           9.000
57296.4666550926          28.900
57296.4676967593          21.600
57296.4680555556          20.300
57296.4706365741           8.300
57296.4707175926          11.300
57296.4713194444           7.600
57296.4715625000           6.900
57296.4718402778           1.400
57296.4721875000           2.300
57296.8917361111           9.100
57296.8920486111           7.300
57296.8923726852          -1.000
57296.8927314815         -13.700
57296.8930787037         -20.600
57296.8934606481         -21.600
57296.8937384259         -28.800
57296.8941087963         -32.700
57296.8944907407         -38.000
57296.8948032407         -42.500
57296.8951504630         -44.400
57296.8954398148         -38.500
57296.8958333333         -32.300
57297.4244328704          43.800
57297.4246527778          44.100
57297.4250000000          43.200
57297.4253819444          36.200
57297.4257175926          35.800
57297.4261111111          24.600
57297.4264236111          23.400
57297.4267824074          23.100
57297.4271180556           7.700
57297.4274189815           2.100
57297.4278125000          -5.500
57297.4281481481          -5.300
57297.4285069444         -23.200
57297.4288310185         -23.700
57297.4300000000         -45.400
57297.4301041667         -43.100
57297.5048842593          33.300
57297.5067476852          18.600
57297.5069444444          13.500
57297.5073495370          12.400
57297.5076388889           3.600
57297.5080671296          -5.100
57297.5082986111          -7.700
57297.5087037037         -12.100
57297.5089930556         -17.100
57297.5093865741         -22.800
57297.5097685185         -35.200
57297.8462500000          32.600
57297.8465162037          27.400
57297.8469212963          22.500
57297.8472800926          18.200
57297.8475694444          16.800
57297.8480208333           7.500
57297.8482986111          -1.600
57297.8486458333          -8.900
57297.8489583333         -11.400
57297.8493634259         -25.800
57297.8496759259         -21.600
57297.8499537037         -17.400
57297.8504745370         -35.200
57297.8507060185         -33.000
57297.8510300926         -33.600
57297.9300231481         -45.100
57298.4636921296          22.900
57298.4639930555          27.600
57298.4642708333          24.600
57298.4645370370          24.100
57298.4648379630          27.700
57298.4653009259          29.700
57298.4660069444          35.300
57298.8841087963         -23.300
57298.8842824074          -6.700
57298.8846527778         -13.900
57293.0826967593           3.200
57293.0831134259          11.400
57293.0832754630          22.900
57293.0838310185          27.100
57293.0839814815          27.900
57293.0844097222          29.500
57293.0847569444          28.400
57293.0851273148          30.200
57293.0854629630          31.900
57293.0857407407          34.300
57293.0861342593          43.600
57293.0865856481          30.900
57293.0868055556          25.300
57293.4223148148         -21.400
57293.4225000000         -34.400
57293.4228935185         -41.000
57293.4233796296         -23.300
57293.4244097222         -26.200
57293.4246527778         -10.900
57293.4250000000          -8.200
57293.4253356481          -4.400
57293.4257754630           8.700
57293.4260879630          12.000
57293.4263773148          23.700
57293.4267361111          31.800
57293.4271296296          24.900
57293.4274074074          29.100
57293.4278125000          37.200
57293.4280902778          30.900
57293.4284837963          38.900
57294.0358101852          -4.300
57294.0362152778         -20.800
57294.0363773148         -16.000
57294.0367592593         -19.700
57294.0372916667         -16.800
57294.0374652778         -21.200
57294.0378703704         -13.800
57294.0382638889         -15.100
57294.0386111111         -17.800
57294.0389351852         -15.400
57294.0392013889          -9.100
57294.0396064815         -14.200
57294.0399421296         -15.600
57294.0402430556         -12.600
57294.0406597222          -4.800
57294.0409837963          -9.600
57294.0413425926           2.100
57294.0425000000           8.600
57294.0425925926         -27.900
57293.4882754630           0.400
57293.4885300926           3.000
57293.6555092593          -9.800
57293.6563888889         -11.600
57293.6565046296          -9.800
57293.6580439815           0.300
57293.6582870370           5.200
57293.6585879630           3.600
57293.8236342593           5.800
57293.8247222222          17.700
57293.8250000000          23.800
57293.8253472222          23.700
57293.8256712963          28.100
57294.3567245370          -0.200
57294.3569675926          -6.800
57294.3573148148          -7.200
57294.3576620370          -6.000
57294.3580324074          -9.500
57294.3583449074          -8.300
57294.3587037037          -8.600
57294.3590625000          -8.300
57294.3593750000          -5.200
57294.3597569444          -6.100
57294.3601620370          -8.700
57294.3603935185          -9.100
57294.3608217593          -6.200
57294.3610995370          -3.800
57294.3614930556          -4.400
57294.3618634259          -1.400
57294.3621064815           1.900
57294.3624884259           4.500
57294.3628703704           3.700
57294.3631828704           6.400
57294.3635300926           7.200
57294.3639120370          14.100
57294.3642708333          14.100
57294.3645601852          14.400
57294.3648842593          14.200
57294.3651620370          13.900
57292.4473726852          65.100
57292.4475810185          64.300
57292.4479513889          58.500
57292.4482986111          53.000
57292.4486111111          46.800
57292.4489814815          36.200
57292.4493171296          23.800
57292.4501736111           0.100
57292.4503472222          -3.500
57292.4507060185         -17.600
